LDGS_NM,CTPRVN_NM,GUGUN_NM,CFR_LDGS_LIST_CN,ONE_QUARTER_AVRG_PRC,TWO_QUARTER_AVRG_PRC,GSRM_CO,PRKPLCE_EXST_AT,RSTRNT_EXST_AT,BAR_AT,CAFE_HOLD_AT,FITNES_CNTER_AT,OUTDOOR_POOL_AT,SPA_AT,SAUNA_AT,BNQTHL_AT,BSINES_CNTER_AT,BEACH_AT
호텔 페이토 삼성,서울,강남구,"그랜드인터컨티넨탈서울파르나스, 이비스 스타일 앰배서더 강남, 파크하얏트서울, 호텔 유리앤, L7 강남, 호텔 글래드 강남 코엑스센터, 호텔 인 나인, 신라스테이 삼성",157100,171359,163,Y,N,Y,Y,Y,N,N,N,Y,Y,N
강남 스테이 호텔,서울,강남구,"삼정관광호텔, 노보텔앰배서더강남, 베스트웨스턴프리미어강남, 트리아 관광호텔, 호텔 신라스테이 역삼, 리치웰 호텔, 제리스 플래닛, 호텔 카푸치노, 베니키아 노블레스 호텔, 카파쓰 호텔, 도미인 서울 강남, 오월호텔, 호텔 세느, 강남아르누보씨티 호텔, 조선 팰리스 서울 강남",148275,170718,52,N,N,Y,Y,N,N,N,N,Y,Y,N
카파쓰 호텔,서울,강남구,"삼정관광호텔, 트리아 관광호텔, 호텔 신라스테이 역삼, 리치웰 호텔, 베니키아 노블레스 호텔, 강남 스테이 호텔, 오월호텔, 호텔 세느, 호텔 뉴브, 조선 팰리스 서울 강남",171054,182522,48,Y,Y,Y,Y,N,N,N,N,N,Y,N
도미인 서울 강남,서울,강남구,"삼정관광호텔, 노보텔앰배서더강남, 베스트웨스턴프리미어강남, 트리아 관광호텔, 리치웰 호텔, 제리스 플래닛, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 호텔 세느, 오클라우드 호텔, 엘리에나 호텔",177130,200901,220,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N
호텔 유리앤,서울,강남구,"그랜드인터컨티넨탈서울파르나스, 이비스 스타일 앰배서더 강남, 파크하얏트서울, 호텔 페이토 삼성, L7 강남, 호텔 글래드 강남 코엑스센터, 호텔 뉴브, 호텔 크레센도 서울, 호텔 인 나인, 신라스테이 삼성",195603,238830,175,Y,N,Y,Y,Y,N,N,Y,Y,Y,N
호텔 엔트라,서울,강남구,"호텔리베라서울, 라비타 호텔, 알로프트 서울 강남 호텔",239311,287820,92,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
L7 강남,서울,강남구,"그랜드인터컨티넨탈서울파르나스, 이비스 스타일 앰배서더 강남, 호텔 신라스테이 역삼, 호텔 페이토 삼성, 호텔 유리앤, 호텔 뉴브, 호텔 크레센도 서울, 조선 팰리스 서울 강남",181073,253204,330,Y,Y,Y,N,Y,N,N,N,Y,Y,N
호텔 글래드 강남 코엑스센터,서울,강남구,"그랜드인터컨티넨탈서울파르나스, 이비스 스타일 앰배서더 강남, 파크하얏트서울, 호텔 페이토 삼성, 호텔 유리앤, 호텔 인 나인, 신라스테이 삼성",155531,196570,282,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
오월호텔,서울,강남구,"트리아 관광호텔, 호텔 신라스테이 역삼, 리치웰 호텔, 베니키아 노블레스 호텔, 강남 스테이 호텔, 카파쓰 호텔, 호텔 세느, 호텔 뉴브, 조선 팰리스 서울 강남",205392,206223,32,Y,Y,N,Y,N,Y,N,N,N,N,N
포포인츠바이쉐라톤서울강남,서울,강남구,"더리버사이드호텔, 호텔 선샤인, 파티오세븐, 에이든 청담호텔, 안다즈 서울 강남, 호텔안테룸서울, 라까사 호텔 서울, 보코서울강남",228504,272633,199,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 세느,서울,강남구,"삼정관광호텔, 노보텔앰배서더강남, 베스트웨스턴프리미어강남, 트리아 관광호텔, 호텔 신라스테이 역삼, 리치웰 호텔, 제리스 플래닛, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 카파쓰 호텔, 도미인 서울 강남, 오월호텔, 조선 팰리스 서울 강남, 엘리에나 호텔",94089,95774,40,Y,Y,N,Y,N,N,N,N,N,N,N
호텔 뉴브,서울,강남구,"이비스 스타일 앰배서더 강남, 트리아 관광호텔, 호텔 신라스테이 역삼, 리치웰 호텔, 카파쓰 호텔, 호텔 유리앤, L7 강남, 오월호텔, 호텔 크레센도 서울, 조선 팰리스 서울 강남",152599,213501,150,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N
파티오세븐,서울,강남구,"더리버사이드호텔, 호텔 선샤인, 포포인츠바이쉐라톤서울강남, 에이든 청담호텔, 안다즈 서울 강남, 호텔안테룸서울, 라까사 호텔 서울, 보코서울강남, 엘리에나 호텔",161537,186215,109,Y,N,Y,Y,N,N,N,N,N,Y,N
호텔 크레센도 서울,서울,강남구,"호텔 신라스테이 역삼, 호텔 유리앤, L7 강남, 호텔 뉴브",200035,203460,107,Y,Y,Y,Y,N,N,N,N,Y,Y,N
에이든 청담호텔,서울,강남구,"호텔 선샤인, 포포인츠바이쉐라톤서울강남, 파티오세븐, 안다즈 서울 강남, 호텔안테룸서울, 라까사 호텔 서울, 보코서울강남, 엘리에나 호텔",147337,174739,149,Y,Y,Y,N,Y,N,N,N,Y,Y,N
호텔 인 나인,서울,강남구,"그랜드인터컨티넨탈서울파르나스, 라비타 호텔, 파크하얏트서울, 알로프트 서울 강남 호텔, 호텔 페이토 삼성, 호텔 유리앤, 호텔 글래드 강남 코엑스센터, 신라스테이 삼성",173914,235714,152,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
안다즈 서울 강남,서울,강남구,"호텔 선샤인, 포포인츠바이쉐라톤서울강남, 파티오세븐, 에이든 청담호텔, 호텔안테룸서울, 라까사 호텔 서울, 보코서울강남",457817,559285,241,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
신라스테이 삼성,서울,강남구,"그랜드인터컨티넨탈서울파르나스, 이비스 스타일 앰배서더 강남, 파크하얏트서울, 호텔 페이토 삼성, 호텔 유리앤, 호텔 글래드 강남 코엑스센터, 호텔 인 나인",229076,263969,309,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔안테룸서울,서울,강남구,"더리버사이드호텔, 호텔 선샤인, 포포인츠바이쉐라톤서울강남, 파티오세븐, 에이든 청담호텔, 안다즈 서울 강남, 라까사 호텔 서울, 보코서울강남, 티롤관광호텔",172045,209158,112,Y,Y,Y,Y,N,N,N,N,Y,Y,N
발리관광호텔,서울,강동구,없음,96277,97760,50,Y,Y,Y,Y,N,N,N,N,Y,N,N
하모니관광호텔,서울,강동구,없음,101214,105394,81,Y,N,Y,Y,N,N,N,N,N,Y,N
롯데 호텔 월드,서울,송파구,로사나부띠끄 관광호텔,467067,528828,477,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N
로사나부띠끄 관광호텔,서울,송파구,"롯데 호텔 월드, 호텔인피니",143119,160685,81,Y,Y,Y,Y,N,N,N,N,Y,Y,N
호텔인피니,서울,송파구,로사나부띠끄 관광호텔,97108,106985,40,Y,N,Y,Y,N,N,N,N,Y,Y,N
주식회사 딜라이트 호텔,서울,송파구,"호텔 더 캐슬(방이1), HOTEL 2.4",140806,137661,71,Y,Y,Y,Y,N,N,N,N,Y,Y,N
HOTEL 2.4,서울,송파구,"호텔 더 캐슬(방이1), 주식회사 딜라이트 호텔",121297,145613,51,Y,Y,N,Y,Y,N,N,N,N,N,N
호텔포레스타2,서울,송파구,호텔 더 캐슬(신천),110767,120091,53,Y,N,N,N,N,N,N,N,Y,Y,N
호텔 파크하비오,서울,송파구,없음,178612,179955,472,Y,N,Y,Y,Y,N,Y,Y,Y,N,N
부산 호텔 마레,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, 켄트호텔 광안리 바이 켄싱턴, 광안리 투헤븐, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202",71056,79416,24,Y,N,N,N,N,N,N,N,N,N,Y
광안리 투헤븐,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 호텔 마레, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202",76409,90874,31,Y,N,N,N,N,N,N,N,N,N,Y
부산 광안리 브라운도트 광안리해수욕장점,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 호텔 마레, 광안리 투헤븐, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",100253,88674,29,N,N,N,N,N,N,N,N,N,N,Y
부산 문현동 정성호텔,부산,남구,부산 라메르 호텔,76962,82332,41,Y,N,N,Y,N,N,N,N,N,N,N
부산 대연동 호텔 스미스,부산,남구,이데아(IDEA)관광호텔,69432,74973,32,Y,N,N,N,N,N,N,N,N,N,N
호텔 위드스테이 제주,제주,제주시,"롯데호텔 제주, 엠버시티호텔(구.아이비호텔), 엠버호텔, 롯데시티호텔 제주, 신라스테이제주, 호텔더원, 그랜드하얏트 제주, 베스트웨스턴 제주호텔, 신신호텔 제주공항, 베스트웨스턴 제주, 제주 센트럴 시티, 글로스터 제주, 호텔위드제주, 노형호텔, 위드시티호텔, 아시아호텔 제주, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 어반스테이 제주연동",64612,82061,50,Y,Y,Y,Y,N,N,N,N,N,N,N
위드시티호텔,제주,제주시,"롯데호텔 제주, 엠버시티호텔(구.아이비호텔), 엠버호텔, 롯데시티호텔 제주, 신라스테이제주, 호텔더원, 그랜드하얏트 제주, 베스트웨스턴 제주호텔, 신신호텔 제주공항, 베스트웨스턴 제주, 제주 센트럴 시티, 글로스터 제주, 호텔위드제주, 노형호텔, 호텔 위드스테이 제주, 아시아호텔 제주, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 어반스테이 제주연동",59231,79338,93,Y,N,N,Y,N,N,N,N,N,N,N
해운대 센텀 호텔,부산,해운대구,"센텀 프리미어 호텔, 부산 센텀 스위트호텔",135843,153510,168,Y,Y,Y,Y,N,N,N,N,Y,Y,N
부산 기장 브라운도트 기장연화리점,부산,기장군,없음,118806,118169,18,Y,N,Y,N,N,N,N,N,N,Y,N
타워힐 호텔,부산,중구,"스탠포드 인 부산, 크라운 하버호텔 부산, 라발스 호텔 부산, 베이하운드호텔, 부산관광호텔, 토요코인부산역Ⅱ, 브로시스 호텔, 호텔 포레 프리미어 남포, 지앤비 호텔, 호텔 아벤트리 부산, 코모도호텔 부산, 남포 오션투헤븐 호텔 스파, 커넥트 부산 호텔, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 호텔 아델라, 그리핀베이, 어반스테이 부티크 521",94406,109328,116,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 포레 프리미어 남포,부산,중구,"스탠포드 인 부산, 라발스 호텔 부산, 베이하운드호텔, 부산관광호텔, 브로시스 호텔, 타워힐 호텔, 지앤비 호텔, 호텔 아벤트리 부산, 남포 오션투헤븐 호텔 스파, 커넥트 부산 호텔, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 호텔 아델라, 그리핀베이, 어반스테이 부티크 521",99598,126891,107,Y,Y,Y,Y,N,N,N,N,Y,Y,N
지앤비 호텔,부산,중구,"스탠포드 인 부산, 부산관광호텔, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 호텔 아벤트리 부산, 남포 오션투헤븐 호텔 스파, 하운드 호텔 프리미어 남포, 더하운드호텔, 남포 스테이웰 호텔, 그리핀베이, 어반스테이 부티크 521",95809,116960,102,Y,Y,Y,Y,N,N,N,N,Y,Y,N
호텔 아벤트리 부산,부산,중구,"스탠포드 인 부산, 부산관광호텔, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 지앤비 호텔, 남포 오션투헤븐 호텔 스파, 커넥트 부산 호텔, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 호텔 아델라, 그리핀베이, 어반스테이 부티크 521",118269,117106,81,Y,N,Y,Y,Y,N,N,N,Y,Y,N
코모도호텔 부산,부산,중구,"크라운 하버호텔 부산, 라마다 앙코르 바이 윈덤 부산역, 부산관광호텔, 토요코인부산역Ⅱ, 광장관광호텔, 토요코인 부산역1, 타워힐 호텔, 커넥트 부산 호텔, 노떼 라 미아, 센트럴파크 호텔 부산, 더하운드호텔, 부산역 호텔 아몬드",118478,118984,311,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
베스트 루이스 해밀턴 해운대,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 라마다 앙코르 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 그랜드 조선 부산, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",97754,130883,70,Y,Y,Y,Y,N,N,N,N,Y,Y,Y
해운대 더반호텔 스마트,부산,해운대구,"베스트웨스턴 해운대 호텔, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 엘리시아 호텔, 해운대 썬클라우드 호텔, 그랜드 조선 부산, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",105768,119800,60,Y,N,N,Y,N,N,N,N,N,Y,Y
부산 라메르 호텔,부산,동구,"아바니 센트럴 부산, 부산 문현동 정성호텔, 브라운도트 범일점, 부산 범천동 하운드 서면 범천",70195,70586,49,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
브라운도트 범일점,부산,동구,"부산 라메르 호텔, 부산 범천동 하운드 서면 범천",83933,107078,48,Y,N,Y,N,N,N,Y,Y,N,Y,N
호텔포레 더 스파,부산,동구,"광장관광호텔, 토요코인 부산역1, 아스티호텔 부산역, 하운드 호텔 부산역, 르 컬렉티브 부산역",151833,176401,47,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N
trt hotel,부산,부산진구,"아르반 호텔, 솔라리아 니시테츠 부산, 부산 비즈니스 호텔, 토요코인 부산서면, 라이온호텔, 사우스반데코 호텔, 티티호텔, 부산 서면 퀸스호텔, 부산 서면 넘버25 서면1번가점, 부산 범천동 하운드 서면 범천, 부산 서면 사우스반데코 호텔, 부산 서면 넘버25 서면역점, 시티호텔 지앤지, 어반스테이 서면, 브라운도트 서면 1호점, 호텔 J7",83852,85644,49,Y,Y,Y,N,N,N,N,N,Y,Y,N
부산 화명동 덴 바스타 호텔,부산,북구,없음,91389,114641,40,Y,N,Y,Y,N,N,N,N,N,Y,N
아스티호텔 부산역,부산,동구,"라마다 앙코르 바이 윈덤 부산역, 토요코인부산역Ⅱ, 광장관광호텔, 토요코인 부산역1, 호텔포레 더 스파, 하운드 호텔 부산역, 노떼 라 미아, 부산역 호텔 아몬드, 르 컬렉티브 부산역",137265,151086,360,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
페어필드 바이 메리어트 부산 송도 비치,부산,서구,없음,193914,255273,179,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y
부산 서면 퀸스호텔,부산,부산진구,"아르반 호텔, 솔라리아 니시테츠 부산, 부산 비즈니스 호텔, 토요코인 부산서면, 이비스 앰배서더 부산 씨티 센터, 라이온호텔, 사우스반데코 호텔, 티티호텔, trt hotel, 부산 서면 넘버25 서면1번가점, 부산 범천동 하운드 서면 범천, 부산 서면 사우스반데코 호텔, 부산 서면 넘버25 서면역점, 시티호텔 지앤지, 어반스테이 서면, 브라운도트 서면 1호점, 호텔 J7",79368,80115,41,Y,Y,Y,Y,N,N,N,N,N,Y,N
부산 서면 넘버25 서면1번가점,부산,부산진구,"아르반 호텔, 솔라리아 니시테츠 부산, 부산 비즈니스 호텔, 아바니 센트럴 부산, 토요코인 부산서면, 라이온호텔, 사우스반데코 호텔, 티티호텔, trt hotel, 부산 서면 퀸스호텔, 부산 범천동 하운드 서면 범천, 부산 서면 사우스반데코 호텔, 부산 서면 넘버25 서면역점, 시티호텔 지앤지, 어반스테이 서면, 브라운도트 서면 1호점, 호텔 J7",63283,74078,41,Y,N,Y,Y,N,N,N,N,N,Y,N
아시아호텔 제주,제주,제주시,"롯데호텔 제주, 엠버시티호텔(구.아이비호텔), 엠버호텔, 롯데시티호텔 제주, 아이진호텔, 신라스테이제주, 호텔더원, 어반아일랜드호텔, 호텔 시리우스, 그랜드하얏트 제주, 베스트웨스턴 제주호텔, 신신호텔 제주공항, 베스트웨스턴 제주, 제주 센트럴 시티, 글로스터 제주, 호텔위드제주, 노형호텔, 호텔 위드스테이 제주, 위드시티호텔, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 어반스테이 제주연동",75509,88410,352,Y,N,N,Y,N,N,N,N,N,N,N
하운드 호텔 부산역,부산,동구,"라마다 앙코르 바이 윈덤 부산역, 광장관광호텔, 토요코인 부산역1, 호텔포레 더 스파, 아스티호텔 부산역, 노떼 라 미아, 부산역 호텔 아몬드, 르 컬렉티브 부산역",122140,144588,83,Y,Y,Y,Y,N,Y,N,N,Y,Y,N
엘리시아 호텔,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",105591,94441,80,Y,N,Y,Y,N,N,N,N,Y,Y,Y
해운대 썬클라우드 호텔,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 캔버스 호스텔",218412,223725,98,Y,N,Y,Y,Y,Y,N,N,N,N,Y
남포 오션투헤븐 호텔 스파,부산,중구,"스탠포드 인 부산, 부산관광호텔, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 지앤비 호텔, 호텔 아벤트리 부산, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 그리핀베이, 어반스테이 부티크 521",131597,158885,25,Y,N,Y,Y,Y,N,N,Y,N,Y,N
커넥트 부산 호텔,부산,중구,"스탠포드 인 부산, 크라운 하버호텔 부산, 라발스 호텔 부산, 베이하운드호텔, 부산관광호텔, 토요코인부산역Ⅱ, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 호텔 아벤트리 부산, 코모도호텔 부산, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 호텔 아델라, 그리핀베이, 어반스테이 부티크 521",76465,97754,216,Y,Y,Y,Y,N,N,N,N,Y,Y,N
