LDGS_NM,CTPRVN_NM,GUGUN_NM,CFR_LDGS_LIST_CN,ONE_QUARTER_AVRG_PRC,TWO_QUARTER_AVRG_PRC,GSRM_CO,PRKPLCE_EXST_AT,RSTRNT_EXST_AT,BAR_AT,CAFE_HOLD_AT,FITNES_CNTER_AT,OUTDOOR_POOL_AT,SPA_AT,SAUNA_AT,BNQTHL_AT,BSINES_CNTER_AT,BEACH_AT
나인브릭호텔,서울,마포구,"호텔 더 디자이너스 홍대, 아만티호텔, L7홍대, 홀리데이인익스프레스 서울홍대, 보보호텔, 머큐어 앰배서더 서울 홍대, 나비 호스텔 홍대, 홍대 필로소퍼, DW Stay Hongdae (디 더블유 스테이 홍대)",195100,266655,94,Y,Y,Y,Y,N,N,N,N,Y,Y,N
에이치에비뉴 호텔 이대점,서울,마포구,"신촌라싸관광호텔, 호텔 밀하우스, 신촌 EVER 8 레지던스 호텔",124558,128794,91,N,N,Y,N,N,N,N,N,N,Y,N
글래드호텔 마포,서울,마포구,"신라스테이 마포, 롯데시티호텔 마포",145758,189599,378,N,Y,Y,Y,Y,N,N,N,Y,Y,N
L7홍대,서울,마포구,"호텔 더 디자이너스 홍대, 아만티호텔, 나인브릭호텔, 홀리데이인익스프레스 서울홍대, 보보호텔, 머큐어 앰배서더 서울 홍대, 나비 호스텔 홍대, 홍대 필로소퍼, DW Stay Hongdae (디 더블유 스테이 홍대)",214686,293516,336,Y,Y,Y,N,Y,N,N,N,Y,Y,N
홀리데이인익스프레스 서울홍대,서울,마포구,"신촌라싸관광호텔, 호텔 밀하우스, 아만티호텔, 나인브릭호텔, L7홍대, 보보호텔, 머큐어 앰배서더 서울 홍대, 나비 호스텔 홍대, 홍대 필로소퍼, DW Stay Hongdae (디 더블유 스테이 홍대)",204393,299976,294,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N
보보호텔,서울,마포구,"호텔 더 디자이너스 홍대, 아만티호텔, 나인브릭호텔, L7홍대, 홀리데이인익스프레스 서울홍대, 머큐어 앰배서더 서울 홍대, 나비 호스텔 홍대, 홍대 필로소퍼",111480,123782,55,Y,Y,Y,Y,N,N,N,N,N,N,N
골든서울호텔,서울,강서구,없음,157417,158189,260,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
롯데시티호텔 김포공항,서울,강서구,로얄스퀘어호텔,171948,207557,197,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
에스알 호텔 마곡,서울,강서구,"더 퍼스트 스테이 호텔 (구.루체브릿지), 인터시티 서울 호텔",135007,153938,82,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 디아망,서울,강서구,없음,92730,91247,48,Y,N,N,Y,N,N,N,N,N,Y,N
호텔 에스,서울,강서구,없음,65238,66287,86,Y,N,N,N,N,N,N,N,Y,Y,N
코트야드 메리어트 서울 보타닉파크,서울,강서구,인터시티 서울 호텔,247447,284100,262,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
로얄스퀘어호텔,서울,강서구,롯데시티호텔 김포공항,102667,103863,120,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
포포인츠 바이 쉐라톤 서울 구로 (Four Points by Sheraton Seoul Guro),서울,구로구,"롯데시티호텔 구로, 컬리넌 호텔구로, 마인드(MIND)관광호텔, 신라스테이 구로",153659,197725,202,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
롯데시티호텔 구로,서울,구로구,"포포인츠 바이 쉐라톤 서울 구로 (Four Points by Sheraton Seoul Guro), 컬리넌 호텔구로, 마인드(MIND)관광호텔, 신라스테이 구로",118958,162611,287,Y,Y,Y,N,Y,N,N,N,Y,Y,N
코코모호텔,서울,구로구,라마다 서울 신도림 호텔,79468,84289,47,Y,Y,Y,N,N,N,N,N,Y,Y,N
라마다 서울 신도림 호텔,서울,구로구,코코모호텔,175231,181352,101,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
컬리넌 호텔구로,서울,구로구,"포포인츠 바이 쉐라톤 서울 구로 (Four Points by Sheraton Seoul Guro), 롯데시티호텔 구로, 마인드(MIND)관광호텔, 신라스테이 구로",86732,105733,68,Y,N,N,Y,N,N,N,N,N,N,N
마인드(MIND)관광호텔,서울,금천구,"포포인츠 바이 쉐라톤 서울 구로 (Four Points by Sheraton Seoul Guro), 롯데시티호텔 구로, 컬리넌 호텔구로",96681,103577,63,Y,N,N,N,N,N,N,N,N,N,N
스타즈호텔 독산,서울,금천구,없음,95337,108696,258,Y,N,Y,Y,Y,N,N,N,Y,N,N
켄싱턴호텔 여의도,서울,영등포구,"콘래드 서울 호텔, 글래드 여의도",157734,174063,225,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
코트야드 바이 메리어트 서울 타임스퀘어,서울,영등포구,"호텔 지엠에스[HOTEL GMS], 토요코인 서울영등포",245469,318919,283,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
콘래드 서울 호텔,서울,영등포구,"켄싱턴호텔 여의도, 글래드 여의도",541777,625143,434,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
로프트 관광호텔(HOTEL LOFT),서울,영등포구,없음,148731,179672,58,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N
글래드 여의도,서울,영등포구,"켄싱턴호텔 여의도, 콘래드 서울 호텔",174902,210146,319,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 지엠에스[HOTEL GMS],서울,서울,"코트야드 바이 메리어트 서울 타임스퀘어, 토요코인 서울영등포",101011,113276,180,Y,Y,N,Y,N,N,N,N,N,Y,N
토요코인 서울영등포,서울,영등포구,"코트야드 바이 메리어트 서울 타임스퀘어, 호텔 지엠에스[HOTEL GMS]",82044,93524,379,N,N,Y,N,N,N,N,N,Y,Y,N
신라스테이 구로,서울,동작구,"포포인츠 바이 쉐라톤 서울 구로 (Four Points by Sheraton Seoul Guro), 롯데시티호텔 구로, 컬리넌 호텔구로",121064,160804,310,Y,Y,Y,N,Y,N,N,N,Y,Y,N
핸드픽트 서울 호텔,서울,동작구,없음,115454,121785,43,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
신트라(SINTRA) 호텔,서울,관악구,없음,73651,78679,54,Y,N,N,N,N,N,N,N,N,Y,N
JW메리어트호텔서울,서울,서초구,없음,555542,652170,379,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
더리버사이드호텔,서울,서초구,"호텔 선샤인, 포포인츠바이쉐라톤서울강남, 파티오세븐, 호텔안테룸서울, 라까사 호텔 서울, 보코서울강남, 티롤관광호텔",102118,110472,109,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
유원관광호텔,서울,서초구,지젤 시그니티 서초,103128,97730,71,N,N,Y,Y,N,N,N,N,N,N,N
프로비스타 가족호텔,서울,서초구,"제리스 플래닛, 강남아르누보씨티 호텔, 지젤 시그니티 서초",113619,121525,160,Y,Y,Y,Y,Y,N,N,N,N,N,N
신라스테이 서초,서울,서초구,"힐튼 가든인 서울 강남, 호텔 페이토 강남, 강남아르누보씨티 호텔",151633,192758,305,Y,Y,Y,N,Y,N,N,N,Y,Y,N
오라카이청계산호텔,서울,서초구,없음,185667,221631,193,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N
호텔 더 캐슬(신천),서울,송파구,호텔포레스타2,133048,132652,68,Y,N,Y,N,N,N,N,N,N,N,N
부티크 호텔 XYM,서울,송파구,없음,112063,97899,33,Y,N,Y,Y,N,N,N,N,N,Y,N
호텔 더 캐슬(방이1),서울,송파구,"주식회사 딜라이트 호텔, HOTEL 2.4",133397,131801,63,Y,Y,Y,Y,N,N,N,N,N,Y,N
호텔 라온,부산,해운대구,"올라호텔, 하운드호텔 송정",108778,146246,67,Y,Y,N,N,N,N,N,N,N,N,N
산청한방가족호텔,경상,산청군,산청 휴롬빌리지,168356,188784,108,Y,Y,N,Y,N,N,N,Y,Y,Y,N
브라운도트호텔 양산,경상,양산시,없음,70664,76114,40,Y,N,N,N,N,N,N,N,N,N,N
베니키아 양산호텔,경상,양산시,없음,116650,118029,82,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
아르누보스위트호텔,경상,거제시,거제삼성호텔,111027,118297,96,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔리베라거제,경상,거제시,없음,168059,180675,138,Y,Y,Y,N,Y,N,N,Y,Y,Y,N
거제 오아시스호텔,경상,거제시,없음,94076,100369,155,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
거제삼성호텔,경상,거제시,아르누보스위트호텔,235478,238601,166,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
밀양 관광호텔,경상,밀양시,없음,75836,77331,32,Y,N,N,N,N,N,N,N,N,N,N
아이스퀘어호텔,경상,김해시,없음,168706,167241,181,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 파인그로브,경상,김해시,없음,143423,167406,66,Y,Y,Y,Y,N,N,N,N,Y,Y,N
엠버리조트,제주,제주시,없음,398731,512482,20,Y,Y,Y,N,Y,N,N,Y,Y,Y,N
알리바호텔,제주,제주시,아스타호텔,62267,53700,28,Y,Y,N,Y,N,N,N,N,N,N,N
노형호텔,제주,제주시,"롯데호텔 제주, 엠버시티호텔(구.아이비호텔), 엠버호텔, 롯데시티호텔 제주, 그랜드하얏트 제주, 베스트웨스턴 제주호텔, 베스트웨스턴 제주, 제주 센트럴 시티, 호텔위드제주, 호텔 위드스테이 제주, 위드시티호텔, 아시아호텔 제주",75777,75197,48,Y,N,N,N,N,N,N,N,N,Y,N
크라운관광호텔 창원,서울,용산구,"해밀톤호텔, 몬드리안 서울 이태원, 에이원호텔, 임피리얼팰리스 부띠끄 호텔",106314,105037,92,Y,Y,Y,Y,N,N,N,N,Y,Y,N
에비뉴관광호텔,경상,창원시,"올림픽호텔, 토요코인 창원",126716,119953,60,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
그랜드머큐어앰배서더창원,경상,창원시,"창원 명서동 브라운도트 창원명서컨벤션점, 창원 명서동 호텔 라온",156036,166156,321,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
호텔인터내셔널,경상,창원시,"올림픽호텔, 토요코인 창원",103086,113446,121,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
올림픽호텔,경상,창원시,"에비뉴관광호텔, 호텔인터내셔널, 토요코인 창원",68611,62804,86,Y,Y,Y,Y,N,Y,N,N,Y,Y,N
마산관광호텔,경상,창원시,없음,125206,144088,42,Y,N,N,Y,N,N,N,N,N,Y,N
주식회사비즈관광호텔,경상,창원시,없음,79887,85720,35,Y,N,N,N,Y,N,N,N,N,N,N
호텔동방,경상,진주시,없음,121312,122560,83,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
통영갤러리관광호텔,경상,통영시,스탠포드호텔앤리조트,103785,103845,40,Y,Y,N,Y,N,N,N,N,Y,N,N
스탠포드호텔앤리조트,경상,통영시,통영갤러리관광호텔,220160,242360,246,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
포르투나호텔,경상,통영시,없음,125222,128543,64,Y,Y,Y,Y,N,Y,N,N,N,N,N
브룩스호텔,경상,통영시,없음,77805,89143,35,Y,N,Y,Y,N,N,N,N,Y,Y,N
스카이베이경포,강원,강릉시,없음,223804,257474,538,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y
밀리오레 서울 명동,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 이비스 앰배서더 명동, 호텔 스카이파크3, 호텔마누, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 부티끄호텔 영인, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",113308,159429,245,Y,Y,Y,N,N,N,N,N,Y,N,N
라마다호텔앤스위트서울남대문,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 그레이스리 서울, 프레지던트호텔, 코리아나호텔, 호텔마누, 프레이저플레이스남대문, 24게스트하우스 명동타운점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 알로프트서울명동호텔, 레스케이프 호텔, ena 스위트 호텔 남대문, moxy 명동",223307,305033,212,Y,Y,Y,Y,N,N,N,N,Y,Y,N
라마다서울동대문,서울,중구,"JW메리어트동대문스퀘어, 호텔아트리움, 호텔 PJ, 베스트웨스턴호텔국도, 써미트호텔, 베이튼호텔, 소테츠호텔즈 더 스프라지르 서울 동대문, 호텔 더 디자이너스 동대문, 에이큐브 호텔, 트레블로지 동대문 호텔, 노보텔 앰배서더 서울 동대문 호텔, 나인트리 호텔 동대문, 호텔스카이파크 킹스타운 동대문, 어반스테이 명동",146591,209373,197,Y,Y,Y,Y,N,N,N,N,Y,Y,N
라마다 인천,경기,남동구,"폴로(POLO)관광호텔, 인천 파크마린 호텔",92144,113085,250,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
라온스테이호텔,경상,진주시,"뉴 라온 스테이, 브라운도트 충무공점, 라온스테이 인 페를라",84546,90115,75,Y,N,N,N,N,N,N,N,N,N,N
라한호텔 포항,경상,포항시,윈호텔,185931,211742,160,Y,Y,Y,Y,N,N,N,N,Y,Y,Y
세종시티오송,충청,청주시,없음,109323,103938,178,Y,Y,Y,Y,N,N,N,N,Y,Y,N
청주 제이원,충청,청주시,없음,116790,124836,309,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
동탄 라마다,경기,화성시,"신라스테이 동탄, 스타즈호텔 프리미어동탄, 어반스테이 동탄",144263,150000,150,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
그랜드 엘시티 레지던스,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 엘시티 레지던스, 라마다 앙코르 해운대, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔",610462,650217,60,Y,N,Y,Y,N,N,N,N,N,N,Y
엘시티 레지던스,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 라마다 앙코르 해운대, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔",586663,575356,100,Y,N,Y,Y,N,N,N,N,N,N,Y
라마다 앙코르 해운대,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 그랜드 엘시티 레지던스, 엘시티 레지던스, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",150667,175925,402,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y
ACC DESIGN호텔,전라,동구,"벤틀리호텔, 이끌림 비즈니스 호텔, 넘버 25 광주충장로",159951,153101,76,Y,Y,Y,Y,N,N,N,N,Y,Y,N
벤틀리호텔,전라,동구,"ACC DESIGN호텔, 이끌림 비즈니스 호텔, 넘버 25 광주충장로",122250,131504,91,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N
홀리데이 인 광주 호텔,전라,서구,없음,162172,174620,203,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
광주 피렌체 관광호텔,전라,서구,마스터스관광호텔,102584,115381,59,Y,Y,Y,N,N,N,N,N,Y,Y,N
마스터스관광호텔,전라,서구,광주 피렌체 관광호텔,87178,73493,64,Y,Y,Y,N,N,N,N,N,Y,N,N
광주 엠파이어,전라,광산구,없음,87225,90432,43,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N
엘디스리젠트호텔,경상,중구,토요코인 대구동성로,150257,159139,110,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
토요코인 대구동성로,경상,중구,"엘디스리젠트호텔, 노블스테이, 리버틴호텔",85314,86554,215,Y,N,Y,N,N,N,N,N,Y,Y,N
노블스테이,경상,중구,"토요코인 대구동성로, 리버틴호텔",156031,167573,51,Y,Y,Y,Y,N,N,N,N,Y,Y,N
리버틴호텔,경상,중구,"토요코인 대구동성로, 노블스테이",207673,208409,53,Y,Y,Y,Y,N,N,N,N,N,Y,N
퀸벨호텔,경상,동구,없음,114007,115429,62,Y,Y,N,Y,N,N,N,N,Y,N,N
대구 아마레,경상,동구,대구 앙코르,87950,89963,45,Y,N,N,N,N,Y,N,N,N,N,N
대구 앙코르,경상,동구,대구 아마레,86474,82775,72,N,N,N,N,N,N,N,N,N,N,N
대구 인터불고 엑스코,경상,북구,없음,145311,148707,303,Y,Y,N,Y,Y,N,N,Y,Y,Y,N
호텔라온제나,경상,수성구,대구 그랜드 호텔,121772,121042,94,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N
호텔수성,경상,수성구,없음,260045,264368,114,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
대구 엘리시아,경상,달서구,없음,109703,108695,61,Y,Y,N,Y,N,N,N,N,Y,Y,N
코모도 포항,경상,포항시,없음,97619,98485,46,Y,N,Y,Y,N,N,N,N,N,N,N
베니키아 포항,경상,포항시,없음,86201,89509,80,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
윈호텔,경상,포항시,라한호텔 포항,101616,99791,53,Y,N,N,Y,N,N,N,N,N,N,N
포항 라우스데오,경상,포항시,없음,84150,86141,29,Y,N,N,N,N,N,N,N,N,N,N
힐튼 경주,경상,경주시,"코모도호텔 경주, 스위스로젠관광호텔, 소노벨 경주, 더케이호텔 경주",354813,454918,330,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
라한셀렉트 경주,경상,경주시,"코모도호텔 경주, 교원 스위트호텔 경주, 소노벨 경주",277400,328555,430,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
코오롱엘에스아이 코오롱호텔,경상,경주시,없음,196685,222358,318,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N
코모도호텔 경주,경상,경주시,"힐튼 경주, 라한셀렉트 경주, 스위스로젠관광호텔, 소노벨 경주, 더케이호텔 경주",177384,202677,276,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N
스위스로젠관광호텔,경상,경주시,"힐튼 경주, 코모도호텔 경주, 더케이호텔 경주",116157,136336,60,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N
경주지지관광호텔,경상,경주시,없음,151403,194664,53,Y,N,N,Y,Y,N,N,Y,Y,Y,N
교원 스위트호텔 경주,경상,경주시,"라한셀렉트 경주, 한화리조트 경주, 소노벨 경주",213142,247268,34,Y,Y,Y,Y,N,N,N,N,Y,Y,N
아리수경주호텔,경상,경주시,없음,94836,115437,80,Y,N,Y,Y,N,N,N,N,Y,Y,N
안동 씨엠파크호텔,경상,안동시,없음,137422,146398,62,Y,Y,Y,Y,N,Y,N,N,Y,Y,N
구미 센츄리,경상,구미시,없음,119372,117054,131,Y,N,Y,Y,N,N,N,N,Y,Y,N
주왕산온천관광호텔,경상,청송군,없음,102432,97245,50,Y,Y,N,Y,N,N,N,N,N,N,N
성주 가야호텔,경상,성주군,없음,110901,111944,110,Y,Y,Y,Y,N,N,Y,Y,Y,N,N
센트로 관광호텔,경상,칠곡군,없음,118230,120011,54,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N
울진 그랜드 호텔,경상,울진군,없음,137506,149225,40,Y,N,Y,N,Y,N,N,N,Y,Y,N
호텔리베라서울,서울,강남구,"라비타 호텔, 알로프트 서울 강남 호텔, 호텔 엔트라",131342,160702,320,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N
삼정관광호텔,서울,강남구,"노보텔앰배서더강남, 베스트웨스턴프리미어강남, 트리아 관광호텔, 호텔 신라스테이 역삼, 리치웰 호텔, 제리스 플래닛, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 카파쓰 호텔, 도미인 서울 강남, 호텔 세느, 오클라우드 호텔, 조선 팰리스 서울 강남, 엘리에나 호텔",117666,167686,160,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 선샤인,서울,강남구,"더리버사이드호텔, 포포인츠바이쉐라톤서울강남, 파티오세븐, 에이든 청담호텔, 안다즈 서울 강남, 호텔안테룸서울, 라까사 호텔 서울, 보코서울강남",150419,169724,109,Y,N,Y,Y,Y,N,N,N,N,Y,N
그랜드인터컨티넨탈서울파르나스,서울,강남구,"이비스 스타일 앰배서더 강남, 파크하얏트서울, 호텔 페이토 삼성, 호텔 유리앤, L7 강남, 호텔 글래드 강남 코엑스센터, 호텔 인 나인, 신라스테이 삼성",631545,729236,550,Y,Y,Y,Y,Y,N,N,Y,Y,N,N
노보텔앰배서더강남,서울,강남구,"삼정관광호텔, 베스트웨스턴프리미어강남, 트리아 관광호텔, 리치웰 호텔, 제리스 플래닛, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 도미인 서울 강남, 호텔 세느, 오클라우드 호텔, 엘리에나 호텔",268634,316736,332,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
라비타 호텔,서울,강남구,"호텔리베라서울, 알로프트 서울 강남 호텔, 호텔 엔트라, 호텔 인 나인",109391,128298,57,Y,Y,Y,Y,N,N,N,N,Y,Y,N
이비스 스타일 앰배서더 강남,서울,강남구,"그랜드인터컨티넨탈서울파르나스, 파크하얏트서울, 호텔 페이토 삼성, 호텔 유리앤, L7 강남, 호텔 글래드 강남 코엑스센터, 호텔 뉴브, 신라스테이 삼성",138095,151797,317,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
베스트웨스턴프리미어강남,서울,강남구,"삼정관광호텔, 노보텔앰배서더강남, 트리아 관광호텔, 리치웰 호텔, 제리스 플래닛, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 도미인 서울 강남, 호텔 세느, 오클라우드 호텔, 엘리에나 호텔",152871,164957,128,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
파크하얏트서울,서울,강남구,"그랜드인터컨티넨탈서울파르나스, 이비스 스타일 앰배서더 강남, 호텔 페이토 삼성, 호텔 유리앤, 호텔 글래드 강남 코엑스센터, 호텔 인 나인, 신라스테이 삼성",662763,779425,185,Y,Y,Y,N,Y,N,N,Y,Y,Y,N
트리아 관광호텔,서울,강남구,"삼정관광호텔, 노보텔앰배서더강남, 베스트웨스턴프리미어강남, 호텔 신라스테이 역삼, 리치웰 호텔, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 카파쓰 호텔, 도미인 서울 강남, 오월호텔, 호텔 세느, 호텔 뉴브, 조선 팰리스 서울 강남",108910,118735,50,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N
호텔 신라스테이 역삼,서울,강남구,"삼정관광호텔, 트리아 관광호텔, 리치웰 호텔, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 카파쓰 호텔, L7 강남, 오월호텔, 호텔 세느, 호텔 뉴브, 호텔 크레센도 서울, 조선 팰리스 서울 강남",166845,211597,306,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
알로프트 서울 강남 호텔,서울,강남구,"호텔리베라서울, 라비타 호텔, 호텔 엔트라, 호텔 인 나인",162566,193850,188,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 데님,서울,강남구,없음,135004,150496,88,Y,Y,Y,Y,N,N,N,N,Y,Y,N
리치웰 호텔,서울,강남구,"삼정관광호텔, 노보텔앰배서더강남, 베스트웨스턴프리미어강남, 트리아 관광호텔, 호텔 신라스테이 역삼, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 카파쓰 호텔, 도미인 서울 강남, 오월호텔, 호텔 세느, 호텔 뉴브, 조선 팰리스 서울 강남",96009,116945,57,Y,Y,N,Y,N,N,N,N,N,N,N
제리스 플래닛,서울,강남구,"프로비스타 가족호텔, 삼정관광호텔, 노보텔앰배서더강남, 베스트웨스턴프리미어강남, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 도미인 서울 강남, 호텔 세느, 오클라우드 호텔, 강남아르누보씨티 호텔",97923,99122,42,Y,N,Y,Y,N,N,N,N,N,Y,N
호텔 카푸치노,서울,강남구,"삼정관광호텔, 노보텔앰배서더강남, 베스트웨스턴프리미어강남, 트리아 관광호텔, 호텔 신라스테이 역삼, 리치웰 호텔, 제리스 플래닛, 베니키아 노블레스 호텔, 강남 스테이 호텔, 도미인 서울 강남, 호텔 세느, 오클라우드 호텔, 조선 팰리스 서울 강남, 엘리에나 호텔",173830,207093,141,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
베니키아 노블레스 호텔,서울,강남구,"삼정관광호텔, 노보텔앰배서더강남, 베스트웨스턴프리미어강남, 트리아 관광호텔, 호텔 신라스테이 역삼, 리치웰 호텔, 제리스 플래닛, 호텔 카푸치노, 강남 스테이 호텔, 카파쓰 호텔, 도미인 서울 강남, 오월호텔, 호텔 세느, 조선 팰리스 서울 강남",98345,101574,42,N,Y,Y,N,N,N,N,N,Y,Y,N
